name;ep;watch;desc;deets;lat;lng;hulu
Charleston Charm on a Budget;Season: 163 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/charleston-charm-on-a-budget target="_blank">Watch on HGTV GO</a>";First-time buyers in Charleston, South Carolina, are looking for a home with downtown walkability and proximity to the beach. She's hoping to capture the charm and Southern hospitality of a beachfront bungalow, while he's pushing for the sleek lines and open floor plan of a modern home.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/charleston-charm-on-a-budget target="_blank">here</a> for episode details.";32.7876012;-79.9402728;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a342
Modern vs. Historic in South Carolina;Season: 140 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/modern-vs-historic-in-south-carolina target="_blank">Watch on HGTV GO</a>";Buyers are on the hunt for a second home in Charleston, South Carolina. She wants quintessential Southern charm in the heart of the historic district, but he's looking for a cool contemporary vibe in more trendy, up-and-coming areas.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/modern-vs-historic-in-south-carolina target="_blank">here</a> for episode details.";32.7876012;-79.9402728;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a49
Water Views in Charleston;Season: 180 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/water-views-in-charleston target="_blank">Watch on HGTV GO</a>";A pilot is moving back to Charleston, South Carolina, and looking for a new home with help from her best friend. She wants a sexy, coastal-chic penthouse condo with deep water views, but her friend thinks a single-family home is more practical.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/water-views-in-charleston target="_blank">here</a> for episode details.";32.7876012;-79.9402728;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a526
New Digs in Dallas;Season: 150 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/new-digs-in-dallas target="_blank">Watch on HGTV GO</a>";A California couple is relocating to Dallas for work. She wants to find a turnkey property with a modern look and an updated kitchen, and his priority is a large garage where he can do some woodworking.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/new-digs-in-dallas target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a178
Signing the Deed in Dallas;Season: 158 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/signing-the-deed-in-dallas target="_blank">Watch on HGTV GO</a>";An engaged couple is on the hunt for their first home in Dallas. As a chef, she requires a fully modern, open kitchen, while he's interested in a home that's close to the airport because he travels a lot for work.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/signing-the-deed-in-dallas target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a281
Going Bigger in Texas;Season: 162 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/going-bigger-in-texas target="_blank">Watch on HGTV GO</a>";A Texas couple is looking to upgrade from their apartment to a bigger place just outside of Dallas. She loves Craftsman homes but he wants something more modern. Their real problem, however, is the debate over a swimming pool.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/going-bigger-in-texas target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a332
A Castle for the King in Texas;Season: 165 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-castle-for-the-king-in-texas target="_blank">Watch on HGTV GO</a>";A Dallas couple is on the hunt for a home that can accommodate their big family. But while she's focused on over-the-top amenities and a huge dining room for the holidays, he's more focused on a house that looks like a castle with a shower fit for a king.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/a-castle-for-the-king-in-texas target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a368
Divided in Dallas;Season: 170 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/divided-in-dallas target="_blank">Watch on HGTV GO</a>";A young couple and their dog look for a new home in Dallas. She hopes to stay close to her family with a move-in-ready home while he's hoping for a fixer he can put his stamp on. Most importantly, however, is that their new home must pass their pooch's sniff test.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/divided-in-dallas target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a436
Demanding in Dallas;Season: 185 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/demanding-in-dallas target="_blank">Watch on HGTV GO</a>";A very selective business woman is ready to buy her Dallas dream home. She wants a sleek, modern condo near downtown, but her good friend and agent hopes to convince her that a single-family home in the suburbs is a better investment.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/demanding-in-dallas target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a564
The Great Dallas Dilemma;Season: 188 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/the-great-dallas-dilemma target="_blank">Watch on HGTV GO</a>";A Dallas couple is ready to find their perfect house, but they have very different opinions on what that means. She wants a large house for the family outside of the city, but he thinks their young lives will be over if they move out to the suburbs.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/the-great-dallas-dilemma target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a603
A Texas Sized Dispute;Season: 193 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-texas-sized-dispute target="_blank">Watch on HGTV GO</a>";A couple searches for a home that's closer to their jobs in Dallas. She wants new construction and something modern with a big kitchen and a yard for their two boys, but he's budget-minded and wants a fixer-upper so they can build equity and save money.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/a-texas-sized-dispute target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a659
New Digs in Dallas;Season: 3a Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/new-digs-in-dallas target="_blank">Watch on HGTV GO</a>";"Born and raised in sleepy San Angelo, Texas, 35-year-old bachelor, Bryan Swafford has always had a taste for big-city life. After landing a dream job at a car dealer in Dallas a few months ago, he was able to ditch West Texas and head 300 miles east to Dallas. But there was one problem&#151;Bryan had nowhere to live! He has spent his first few months in Dallas "couch surfing" with relatives, and he can't wait to find a place of his own. He is looking for modern one- or two-bedroom condo in a happening part of town. Real estate agent Ann Dunn is determined to find Bryan a place to settle down in "Big D."";"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/3a/new-digs-in-dallas target="_blank">here</a> for episode details.";32.7762719;-96.7968559;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a725
Pools and Fireplaces in Ft. Worth;Season: 153 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/pools-and-fireplaces-in-ft-worth target="_blank">Watch on HGTV GO</a>";Texas buyers are ready to settle down in Ft. Worth, but their ideas of the perfect home are vastly different. She wants a big, two-story house with room for family visits, a backyard oasis pool and a fireplace. He wants a single-story home with a dedicated office space and a side-facing garage.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/pools-and-fireplaces-in-ft-worth target="_blank">here</a> for episode details.";32.753177;-97.3327459;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a205
Now Landing in Fort Worth;Season: 140 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/now-landing-in-fort-worth target="_blank">Watch on HGTV GO</a>";Flight attendants want to settle near their airline's hub in Fort Worth, TX. He wants a low-maintenance condo since they're always on the go, but she wants a single-family house with a big yard. Will they find a suitable compromise?;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/now-landing-in-fort-worth target="_blank">here</a> for episode details.";32.753177;-97.3327459;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a50
Settling for a Smaller Home;Season: 1 Episode: 14;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/settling-for-a-smaller-home target="_blank">Watch on HGTV GO</a>";Lisa and Bob Wadley recently relocated from Tennessee to Southern California. This was a big move for the couple, and it was made more difficult by the difference in housing prices between their old and new neighborhoods. Facing the prospect of settling for a much smaller home than the one they left, the couple is determined to find the best possible house for their money--one that will have three bedrooms, a good-size kitchen and it they're lucky, even a swimming pool.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/settling-for-a-smaller-home target="_blank">here</a> for episode details.";32.7174209;-117.1627714;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a10
Spirited in SoCal;Season: 152 Episode: 9;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/spirited-in-socal target="_blank">Watch on HGTV GO</a>";Professional psychics are moving to Southern California to start their new spiritual advisory business. They're on the hunt for a single-family home in Orange County that has plenty of light and can double as a work space for seeing customers.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/spirited-in-socal target="_blank">here</a> for episode details.";32.7174209;-117.1627714;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a194
Looking for a Log Cabin in San Diego;Season: 153 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/looking-for-a-log-cabin-in-san-diego target="_blank">Watch on HGTV GO</a>";A family is looking for a home with room to expand in San Diego. The problem is that he wants a log cabin with enough acreage for a farm, but she would prefer a Spanish-style home in a traditional neighborhood.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/looking-for-a-log-cabin-in-san-diego target="_blank">here</a> for episode details.";32.7174209;-117.1627714;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a208
California Dreaming in San Diego;Season: 154 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/california-dreaming-in-san-diego target="_blank">Watch on HGTV GO</a>";Utah buyers with a $900,000 budget are scouring the San Diego area for a home near the beach. She thinks tackling a fixer upper would be fun, but he craves zero renovations and a maintenance-free home, even if it means forgoing an ocean view.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/california-dreaming-in-san-diego target="_blank">here</a> for episode details.";32.7174209;-117.1627714;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a222
Surf Shack vs. Spanish;Season: 162 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/surf-shack-vs-spanish target="_blank">Watch on HGTV GO</a>";A couple and their two daughters return to Southern California to recreate the SoCal lifestyle she had in her youth. He's an avid surfer that wants to be close to the beach, but soaring housing costs could make it difficult to find a home by the shore. She wants a Spanish-style home with a pool, but he insists on a beach bungalow with lots of storage.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/surf-shack-vs-spanish target="_blank">here</a> for episode details.";32.7174209;-117.1627714;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a324
Bedroom-Sized Closet Wanted in Southern California;Season: 162 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/bedroom-sized-closet-wanted-in-southern-california target="_blank">Watch on HGTV GO</a>";Fashion executives have a long wish list for their first house together. However, in the pricey Southern California market, their budget might not get the extra space to display his toy collection or her bedroom-sized closet.;"Click <a href=https://www.hgtv.com/shows/house-hunters/episodes/bedroom-sized-closet-wanted-in-southern-california target="_blank">here</a> for episode details.";32.7174209;-117.1627714;https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a325
